City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
255,lata,40.1629,-8.3327,287.64,89,3,1.94,PT,1691119092
256,carnarvon,-24.8667,113.6333,290.4,52,0,9.34,AU,1691118806
257,alice springs,-23.7,133.8833,299.9,24,0,2.06,AU,1691119092
258,cole harbour,44.6724,-63.4751,287.81,91,62,0.0,CA,1691119093
259,port lincoln,-34.7333,135.8667,285.65,65,100,7.75,AU,1691119093
260,westport,41.1415,-73.3579,296.53,75,100,4.63,US,1691118907
261,salalah,17.0151,54.0924,298.2,100,100,4.12,OM,1691118878
262,arias,-33.6441,-62.4027,281.17,44,90,2.43,AR,1691119094
263,ulubey,40.8721,37.7588,291.22,89,0,1.95,TR,1691119094
264,qingquan,30.4511,115.2559,306.83,62,9,1.55,CN,1691119095
265,vorkuta,67.5,64.0,296.18,61,33,2.23,RU,1691119095
266,hilo,19.7297,-155.09,302.19,76,40,4.63,US,1691119095
267,iqaluit,63.7506,-68.5145,281.0,87,75,1.54,CA,1691119095
268,harper,4.375,-7.7169,297.17,87,100,3.75,LR,1691119095
269,aasiaat,68.7098,-52.8699,273.01,96,76,1.43,GL,1691119096
270,arraial do cabo,-22.9661,-42.0278,293.87,87,0,4.94,BR,1691119096
271,nha trang,12.25,109.1833,307.15,58,100,1.76,VN,1691119096
272,moratuwa,6.773,79.8816,300.45,81,83,4.61,LK,1691119096
273,la ronge,55.1001,-105.2842,292.29,88,100,4.63,CA,1691119097
274,bubaque,11.2833,-15.8333,299.24,85,100,3.1,GW,1691119097
275,lebu,-37.6167,-73.65,280.2,73,4,7.27,CL,1691119097
276,thunder bay,48.4001,-89.3168,294.14,64,20,1.54,CA,1691119020
277,qaqortoq,60.7167,-46.0333,278.9,87,12,1.66,GL,1691119098
278,nova sintra,14.8667,-24.7167,296.17,78,59,2.53,CV,1691119098
279,cockburn town,21.4612,-71.1419,301.99,76,42,6.58,TC,1691118997
280,okha,53.5739,142.9478,288.45,78,99,5.78,RU,1691119098
281,filadelfia,39.9523,-75.1638,295.96,78,100,4.12,US,1691118837
282,vila franca do campo,37.7167,-25.4333,295.38,89,38,3.5,PT,1691119099
283,del rio,29.3627,-100.8968,309.21,35,0,7.15,US,1691118804
284,tannum sands,-23.9504,151.3693,297.09,43,75,6.69,AU,1691118855
285,sao vicente,-23.9631,-46.3919,295.25,26,0,0.45,BR,1691119011
286,lionel town,17.8101,-77.2406,303.09,85,86,0.94,JM,1691119100
287,collie,-33.3667,116.15,285.91,52,9,1.06,AU,1691119100
288,hermanus,-34.4187,19.2345,288.21,67,100,3.06,ZA,1691119100
289,caconda,-13.7333,15.0667,285.41,45,4,0.85,AO,1691119100
290,chipinge,-20.1883,32.6236,281.98,91,27,1.29,ZW,1691119101
291,luanda,-8.8368,13.2343,292.51,92,11,2.81,AO,1691119037
292,kenai,60.5544,-151.2583,289.2,82,75,5.66,US,1691119101
293,belvidere,42.2639,-88.8443,297.71,89,98,2.87,US,1691118883
294,svetlyy,54.675,20.1347,290.18,84,13,8.33,RU,1691119102
295,sisimiut,66.9395,-53.6735,279.18,87,68,2.04,GL,1691119102
296,booue,-0.0921,11.9385,295.52,74,67,1.03,GA,1691119102
297,zhaotong,27.3167,103.7167,295.33,74,80,1.37,CN,1691119102
298,dombarovskiy,50.7587,59.5386,297.11,51,15,0.7,RU,1691119103
299,san rafael del yuma,18.4299,-68.6739,300.91,85,25,3.88,DO,1691119103
