City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
264,new norfolk,-42.7826,147.0587,291.99,44,99,4.42,AU,1691032232
265,jinchang,38.4953,102.1739,296.27,46,100,4.54,CN,1691032232
266,margate,51.3813,1.3862,289.19,92,100,4.02,GB,1691032232
267,port blair,11.6667,92.75,303.17,74,75,6.69,IN,1691032232
268,saipan,15.1355,145.701,304.54,100,0,4.63,MP,1691032233
269,mili,6.0815,171.735,301.49,72,100,2.21,MH,1691032233
270,cannonvale,-20.2833,148.7,293.81,70,23,8.28,AU,1691032233
271,barbacoas,1.6715,-78.1398,298.33,93,100,0.29,CO,1691032234
272,mwinilunga,-11.7358,24.4293,285.95,68,11,2.84,ZM,1691032234
273,whitehorse,60.7161,-135.0538,296.49,51,75,0.45,CA,1691032234
274,portland,45.5234,-122.6762,301.99,36,0,1.34,US,1691031620
275,utrik,11.2278,169.8474,301.69,76,9,5.62,MH,1691032234
276,kapsan-up,41.0903,128.2933,303.49,48,70,2.22,KP,1691032235
277,cascais,38.6979,-9.4215,292.88,71,10,9.83,PT,1691032235
278,dzhetygara,52.1908,61.2006,294.39,72,30,3.68,KZ,1691032235
279,dhulikhel,27.6189,85.5529,297.9,89,100,1.22,NP,1691032235
280,raduzhny,62.0961,77.475,296.48,66,10,4.46,RU,1691032236
281,mondlo,-27.983,30.7177,277.38,77,0,2.03,ZA,1691032236
282,taoudenni,22.6783,-3.9836,312.56,6,31,2.13,ML,1691032236
283,najran,17.4924,44.1277,299.52,40,13,4.05,SA,1691032236
284,lebu,-37.6167,-73.65,280.89,75,2,9.33,CL,1691032237
285,henryetta,35.4398,-95.9819,306.12,34,0,4.0,US,1691032237
286,sao vicente,-23.9631,-46.3919,298.3,63,0,1.46,BR,1691032237
287,huesca,42.1362,-0.4087,292.53,67,0,6.69,ES,1691032237
288,kimbe,-5.5502,150.1429,304.69,56,54,4.61,PG,1691032237
289,san andres,12.5847,-81.7006,301.16,83,20,2.57,CO,1691032238
290,piacabucu,-10.4056,-36.4344,296.86,82,95,4.49,BR,1691032238
291,laguna,38.421,-121.4238,302.29,53,0,5.14,US,1691032238
292,gadani,25.1185,66.7299,302.27,81,88,7.4,PK,1691032238
293,taltal,-25.4,-70.4833,288.09,85,22,0.97,CL,1691032220
294,chongwe,-15.3292,28.682,284.95,86,15,4.44,ZM,1691032239
295,zeya,53.75,127.2667,296.94,31,52,4.35,RU,1691032239
296,masterton,-40.9597,175.6575,281.42,87,77,4.65,NZ,1691032194
297,yuzhno-kurilsk,44.0306,145.8556,295.51,79,100,4.16,RU,1691032239
298,nioki,-2.7167,17.6833,296.4,46,36,1.52,CD,1691032240
299,ornskoldsvik,63.2909,18.7153,288.68,100,100,3.6,SE,1691032240
300,tafuna,-14.3358,-170.72,303.12,79,20,2.57,AS,1691032240
301,obo,5.3998,26.4869,290.75,95,48,1.54,CF,1691032240
302,durazno,-33.4131,-56.5006,286.28,62,2,8.22,UY,1691032146
303,kralendijk,12.15,-68.2667,301.14,89,0,5.66,BQ,1691032241
304,tanguieta,10.6212,1.2665,295.57,95,71,2.82,BJ,1691032241
305,kununurra,-15.7667,128.7333,304.14,23,1,5.66,AU,1691032080
306,iskateley,67.6803,53.1512,294.43,62,4,3.12,RU,1691032241
307,kushiro,42.975,144.3747,294.66,86,100,2.32,JP,1691032242
308,ibshaway,29.358,30.6814,298.4,59,0,2.96,EG,1691032242
309,hadibu,12.65,54.0333,299.34,80,40,11.8,YE,1691032242
310,benguela,-12.5763,13.4055,292.53,91,2,2.44,AO,1691032242
311,aleksandrovsk-sakhalinskiy,50.8975,142.1561,290.57,67,37,3.92,RU,1691032243
312,castillos,-34.1667,-53.8333,286.16,65,97,6.78,UY,1691032243
313,cam ranh,11.9214,109.1591,305.13,62,20,7.2,VN,1691032243
314,molochnyy,68.8539,33.0205,290.46,88,0,4.0,RU,1691032243
315,udachny,66.4167,112.4,282.29,70,45,7.85,RU,1691032244
316,ancud,-41.8697,-73.8203,276.78,78,10,1.38,CL,1691032244
317,calvi,42.5,8.8333,298.5,51,0,4.12,FR,1691032244
318,daday,41.4787,33.4667,289.45,75,66,0.87,TR,1691032244
319,hamilton,39.1834,-84.5333,297.35,76,0,1.54,US,1691032010
320,eydhafushi,5.1033,73.0708,300.93,74,82,2.88,MV,1691032245
321,metlili chaamba,32.2667,3.6333,303.71,20,0,3.22,DZ,1691032245
322,ataq,14.5377,46.8319,299.0,42,98,3.26,YE,1691032245
323,pontianak,-0.0333,109.3333,300.14,74,20,1.54,ID,1691032245
324,moyobamba,-6.05,-76.9667,291.69,80,20,0.55,PE,1691032246
325,belfast,54.5833,-5.9333,288.05,78,20,5.66,GB,1691032246
326,mariehamn,60.0973,19.9348,289.16,100,75,3.6,AX,1691032246
327,micheweni,-4.9667,39.8333,296.3,88,80,5.05,TZ,1691032246
328,uliastay,47.7417,96.8444,291.4,62,29,1.83,MN,1691032247
329,sharlyk,52.9167,54.75,294.74,63,62,2.9,RU,1691032247
330,louisville,38.2542,-85.7594,297.16,79,40,2.06,US,1691032156
331,tucuma,-0.1833,-50.05,297.77,93,74,3.09,BR,1691031989
332,singojuruh,-8.3167,114.2333,301.45,63,48,2.45,ID,1691032247
333,oranjemund,-28.55,16.4333,290.72,26,0,2.71,NA,1691032248
334,dwarka,22.2394,68.9678,300.5,82,100,9.1,IN,1691032248
335,shihezi,44.3,86.0333,305.1,23,100,1.67,CN,1691032248
336,okha,53.5739,142.9478,287.44,73,84,7.32,RU,1691032248
337,hengchun,22.0042,120.7439,301.93,83,100,11.87,TW,1691032249
338,susuman,62.7833,148.1667,288.21,43,95,7.58,RU,1691032249
